clf,dataset_name,dataset_type,auc,pairs_strategy,distance
RSIF,21_Lymphography,numerical,1.0,random,Manh
RSIF,21_Lymphography,numerical,1.0,random,Manh
RSIF,21_Lymphography,numerical,0.9767,random,Manh
RSIF,21_Lymphography,numerical,1.0,random,Manh
RSIF,21_Lymphography,numerical,0.7558,random,Manh
RSIF,21_Lymphography,numerical,0.6628,random,Manh
RSIF,21_Lymphography,numerical,1.0,random,Manh
RSIF,21_Lymphography,numerical,0.8837,random,Manh
RSIF,21_Lymphography,numerical,0.9651,random,Manh
RSIF,21_Lymphography,numerical,0.9767,random,Manh
RSIF,21_Lymphography,numerical,0.9535,random,Eucl
RSIF,21_Lymphography,numerical,0.9767,random,Eucl
RSIF,21_Lymphography,numerical,0.9419,random,Eucl
RSIF,21_Lymphography,numerical,1.0,random,Eucl
RSIF,21_Lymphography,numerical,0.9884,random,Eucl
RSIF,21_Lymphography,numerical,1.0,random,Eucl
RSIF,21_Lymphography,numerical,1.0,random,Eucl
RSIF,21_Lymphography,numerical,1.0,random,Eucl
RSIF,21_Lymphography,numerical,0.9419,random,Eucl
RSIF,21_Lymphography,numerical,0.9767,random,Eucl
RSIF,21_Lymphography,numerical,0.1977,random,Cosi
RSIF,21_Lymphography,numerical,0.0581,random,Cosi
RSIF,21_Lymphography,numerical,0.1744,random,Cosi
RSIF,21_Lymphography,numerical,0.1628,random,Cosi
RSIF,21_Lymphography,numerical,0.3256,random,Cosi
RSIF,21_Lymphography,numerical,0.1628,random,Cosi
RSIF,21_Lymphography,numerical,0.1744,random,Cosi
RSIF,21_Lymphography,numerical,0.093,random,Cosi
RSIF,21_Lymphography,numerical,0.1744,random,Cosi
RSIF,21_Lymphography,numerical,0.1512,random,Cosi
RSIF,21_Lymphography,numerical,1.0,random,Cheb
RSIF,21_Lymphography,numerical,0.9767,random,Cheb
RSIF,21_Lymphography,numerical,1.0,random,Cheb
RSIF,21_Lymphography,numerical,0.9884,random,Cheb
RSIF,21_Lymphography,numerical,1.0,random,Cheb
RSIF,21_Lymphography,numerical,1.0,random,Cheb
RSIF,21_Lymphography,numerical,0.9651,random,Cheb
RSIF,21_Lymphography,numerical,0.9884,random,Cheb
RSIF,21_Lymphography,numerical,0.9767,random,Cheb
RSIF,21_Lymphography,numerical,1.0,random,Cheb
RSIF,21_Lymphography,numerical,0.9884,global,Manh
RSIF,21_Lymphography,numerical,0.9767,global,Manh
RSIF,21_Lymphography,numerical,0.9884,global,Manh
RSIF,21_Lymphography,numerical,1.0,global,Manh
RSIF,21_Lymphography,numerical,1.0,global,Manh
RSIF,21_Lymphography,numerical,0.9186,global,Manh
RSIF,21_Lymphography,numerical,0.9884,global,Manh
RSIF,21_Lymphography,numerical,0.9884,global,Manh
RSIF,21_Lymphography,numerical,0.9302,global,Manh
RSIF,21_Lymphography,numerical,0.9535,global,Manh
RSIF,21_Lymphography,numerical,0.9884,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,0.8721,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,0.9884,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,0.9419,global,Eucl
RSIF,21_Lymphography,numerical,1.0,global,Eucl
RSIF,21_Lymphography,numerical,0.314,global,Cosi
RSIF,21_Lymphography,numerical,0.0814,global,Cosi
RSIF,21_Lymphography,numerical,0.0,global,Cosi
RSIF,21_Lymphography,numerical,0.1047,global,Cosi
RSIF,21_Lymphography,numerical,0.3023,global,Cosi
RSIF,21_Lymphography,numerical,0.1163,global,Cosi
RSIF,21_Lymphography,numerical,0.1512,global,Cosi
RSIF,21_Lymphography,numerical,0.1163,global,Cosi
RSIF,21_Lymphography,numerical,0.1744,global,Cosi
RSIF,21_Lymphography,numerical,0.0814,global,Cosi
RSIF,21_Lymphography,numerical,1.0,local,Manh
RSIF,21_Lymphography,numerical,0.7791,local,Manh
RSIF,21_Lymphography,numerical,0.9884,local,Manh
RSIF,21_Lymphography,numerical,0.9884,local,Manh
RSIF,21_Lymphography,numerical,0.9767,local,Manh
RSIF,21_Lymphography,numerical,0.7907,local,Manh
RSIF,21_Lymphography,numerical,0.9884,local,Manh
RSIF,21_Lymphography,numerical,0.9884,local,Manh
RSIF,21_Lymphography,numerical,0.9651,local,Manh
RSIF,21_Lymphography,numerical,0.9651,local,Manh
RSIF,21_Lymphography,numerical,0.9419,local,Eucl
RSIF,21_Lymphography,numerical,0.9767,local,Eucl
RSIF,21_Lymphography,numerical,1.0,local,Eucl
RSIF,21_Lymphography,numerical,0.9302,local,Eucl
RSIF,21_Lymphography,numerical,1.0,local,Eucl
RSIF,21_Lymphography,numerical,1.0,local,Eucl
RSIF,21_Lymphography,numerical,1.0,local,Eucl
RSIF,21_Lymphography,numerical,0.9884,local,Eucl
RSIF,21_Lymphography,numerical,0.9535,local,Eucl
RSIF,21_Lymphography,numerical,0.9884,local,Eucl
RSIF,21_Lymphography,numerical,0.0581,local,Cosi
RSIF,21_Lymphography,numerical,0.1395,local,Cosi
RSIF,21_Lymphography,numerical,0.2442,local,Cosi
RSIF,21_Lymphography,numerical,0.6279,local,Cosi
RSIF,21_Lymphography,numerical,0.7209,local,Cosi
RSIF,21_Lymphography,numerical,0.093,local,Cosi
RSIF,21_Lymphography,numerical,0.3488,local,Cosi
RSIF,21_Lymphography,numerical,0.2326,local,Cosi
RSIF,21_Lymphography,numerical,0.4302,local,Cosi
RSIF,21_Lymphography,numerical,0.5581,local,Cosi
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,0.9884,local,Cheb
RSIF,21_Lymphography,numerical,0.9767,local,Cheb
RSIF,21_Lymphography,numerical,0.9477,local,Cheb
RSIF,21_Lymphography,numerical,1.0,local,Cheb
RSIF,21_Lymphography,numerical,0.9767,two_step,Manh
RSIF,21_Lymphography,numerical,1.0,two_step,Manh
RSIF,21_Lymphography,numerical,0.8721,two_step,Manh
RSIF,21_Lymphography,numerical,1.0,two_step,Manh
RSIF,21_Lymphography,numerical,1.0,two_step,Manh
RSIF,21_Lymphography,numerical,1.0,two_step,Manh
RSIF,21_Lymphography,numerical,1.0,two_step,Manh
RSIF,21_Lymphography,numerical,0.7558,two_step,Manh
RSIF,21_Lymphography,numerical,0.9651,two_step,Manh
RSIF,21_Lymphography,numerical,0.9767,two_step,Manh
RSIF,21_Lymphography,numerical,0.9651,two_step,Eucl
RSIF,21_Lymphography,numerical,1.0,two_step,Eucl
RSIF,21_Lymphography,numerical,0.9419,two_step,Eucl
RSIF,21_Lymphography,numerical,1.0,two_step,Eucl
RSIF,21_Lymphography,numerical,0.9186,two_step,Eucl
RSIF,21_Lymphography,numerical,0.8721,two_step,Eucl
RSIF,21_Lymphography,numerical,0.9884,two_step,Eucl
RSIF,21_Lymphography,numerical,1.0,two_step,Eucl
RSIF,21_Lymphography,numerical,0.9884,two_step,Eucl
RSIF,21_Lymphography,numerical,1.0,two_step,Eucl
RSIF,21_Lymphography,numerical,0.2209,two_step,Cosi
RSIF,21_Lymphography,numerical,0.0233,two_step,Cosi
RSIF,21_Lymphography,numerical,0.0233,two_step,Cosi
RSIF,21_Lymphography,numerical,0.2093,two_step,Cosi
RSIF,21_Lymphography,numerical,0.1512,two_step,Cosi
RSIF,21_Lymphography,numerical,0.1279,two_step,Cosi
RSIF,21_Lymphography,numerical,0.0116,two_step,Cosi
RSIF,21_Lymphography,numerical,0.2209,two_step,Cosi
RSIF,21_Lymphography,numerical,0.0465,two_step,Cosi
RSIF,21_Lymphography,numerical,0.7442,two_step,Cosi
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,21_Lymphography,numerical,0.9767,two_step,Cheb
RSIF,21_Lymphography,numerical,0.9884,two_step,Cheb
RSIF,21_Lymphography,numerical,0.9884,two_step,Cheb
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,21_Lymphography,numerical,0.9767,two_step,Cheb
RSIF,21_Lymphography,numerical,1.0,two_step,Cheb
RSIF,36_speech,numerical,0.4176,random,Manh
RSIF,36_speech,numerical,0.4918,random,Manh
RSIF,36_speech,numerical,0.3791,random,Manh
RSIF,36_speech,numerical,0.4053,random,Manh
RSIF,36_speech,numerical,0.4366,random,Manh
RSIF,36_speech,numerical,0.487,random,Manh
RSIF,36_speech,numerical,0.4079,random,Manh
RSIF,36_speech,numerical,0.3756,random,Manh
RSIF,36_speech,numerical,0.5645,random,Manh
RSIF,36_speech,numerical,0.3667,random,Manh
RSIF,36_speech,numerical,0.4548,random,Eucl
RSIF,36_speech,numerical,0.5091,random,Eucl
RSIF,36_speech,numerical,0.3054,random,Eucl
RSIF,36_speech,numerical,0.3653,random,Eucl
RSIF,36_speech,numerical,0.3985,random,Eucl
RSIF,36_speech,numerical,0.4856,random,Eucl
RSIF,36_speech,numerical,0.2866,random,Eucl
RSIF,36_speech,numerical,0.2667,random,Eucl
RSIF,36_speech,numerical,0.5233,random,Eucl
RSIF,36_speech,numerical,0.3365,random,Eucl
RSIF,36_speech,numerical,0.6021,random,Cosi
RSIF,36_speech,numerical,0.4744,random,Cosi
RSIF,36_speech,numerical,0.3893,random,Cosi
RSIF,36_speech,numerical,0.6738,random,Cosi
RSIF,36_speech,numerical,0.5825,random,Cosi
RSIF,36_speech,numerical,0.4358,random,Cosi
RSIF,36_speech,numerical,0.5844,random,Cosi
RSIF,36_speech,numerical,0.6199,random,Cosi
RSIF,36_speech,numerical,0.4763,random,Cosi
RSIF,36_speech,numerical,0.5164,random,Cosi
RSIF,36_speech,numerical,0.4402,random,Cheb
RSIF,36_speech,numerical,0.4327,random,Cheb
RSIF,36_speech,numerical,0.4268,random,Cheb
RSIF,36_speech,numerical,0.4777,random,Cheb
RSIF,36_speech,numerical,0.4857,random,Cheb
RSIF,36_speech,numerical,0.373,random,Cheb
RSIF,36_speech,numerical,0.4801,random,Cheb
RSIF,36_speech,numerical,0.4395,random,Cheb
RSIF,36_speech,numerical,0.475,random,Cheb
RSIF,36_speech,numerical,0.4674,random,Cheb
RSIF,36_speech,numerical,0.443,global,Manh
RSIF,36_speech,numerical,0.5163,global,Manh
RSIF,36_speech,numerical,0.4173,global,Manh
RSIF,36_speech,numerical,0.4083,global,Manh
RSIF,36_speech,numerical,0.3308,global,Manh
RSIF,36_speech,numerical,0.4158,global,Manh
RSIF,36_speech,numerical,0.3027,global,Manh
RSIF,36_speech,numerical,0.3312,global,Manh
RSIF,36_speech,numerical,0.5223,global,Manh
RSIF,36_speech,numerical,0.3792,global,Manh
RSIF,36_speech,numerical,0.4818,global,Eucl
RSIF,36_speech,numerical,0.5371,global,Eucl
RSIF,36_speech,numerical,0.2284,global,Eucl
RSIF,36_speech,numerical,0.4497,global,Eucl
RSIF,36_speech,numerical,0.3749,global,Eucl
RSIF,36_speech,numerical,0.3351,global,Eucl
RSIF,36_speech,numerical,0.4613,global,Eucl
RSIF,36_speech,numerical,0.3313,global,Eucl
RSIF,36_speech,numerical,0.4831,global,Eucl
RSIF,36_speech,numerical,0.4313,global,Eucl
RSIF,36_speech,numerical,0.5287,global,Cosi
RSIF,36_speech,numerical,0.4978,global,Cosi
RSIF,36_speech,numerical,0.473,global,Cosi
RSIF,36_speech,numerical,0.3976,global,Cosi
RSIF,36_speech,numerical,0.5745,global,Cosi
RSIF,36_speech,numerical,0.5105,global,Cosi
RSIF,36_speech,numerical,0.5626,global,Cosi
RSIF,36_speech,numerical,0.4862,global,Cosi
RSIF,36_speech,numerical,0.5929,global,Cosi
RSIF,36_speech,numerical,0.4221,global,Cosi
RSIF,36_speech,numerical,0.4715,global,Cheb
RSIF,36_speech,numerical,0.4517,global,Cheb
RSIF,36_speech,numerical,0.5763,global,Cheb
RSIF,36_speech,numerical,0.5333,global,Cheb
RSIF,36_speech,numerical,0.3428,global,Cheb
RSIF,36_speech,numerical,0.3471,global,Cheb
RSIF,36_speech,numerical,0.4634,global,Cheb
RSIF,36_speech,numerical,0.3688,global,Cheb
RSIF,36_speech,numerical,0.4658,global,Cheb
RSIF,36_speech,numerical,0.4865,global,Cheb
RSIF,36_speech,numerical,0.4462,local,Manh
RSIF,36_speech,numerical,0.5836,local,Manh
RSIF,36_speech,numerical,0.3785,local,Manh
RSIF,36_speech,numerical,0.3545,local,Manh
RSIF,36_speech,numerical,0.3171,local,Manh
RSIF,36_speech,numerical,0.474,local,Manh
RSIF,36_speech,numerical,0.5106,local,Manh
RSIF,36_speech,numerical,0.3514,local,Manh
RSIF,36_speech,numerical,0.4626,local,Manh
RSIF,36_speech,numerical,0.477,local,Manh
RSIF,36_speech,numerical,0.4144,local,Eucl
RSIF,36_speech,numerical,0.6212,local,Eucl
RSIF,36_speech,numerical,0.3735,local,Eucl
RSIF,36_speech,numerical,0.5048,local,Eucl
RSIF,36_speech,numerical,0.3057,local,Eucl
RSIF,36_speech,numerical,0.4485,local,Eucl
RSIF,36_speech,numerical,0.4588,local,Eucl
RSIF,36_speech,numerical,0.3716,local,Eucl
RSIF,36_speech,numerical,0.5821,local,Eucl
RSIF,36_speech,numerical,0.3716,local,Eucl
RSIF,36_speech,numerical,0.4057,local,Cosi
RSIF,36_speech,numerical,0.4705,local,Cosi
RSIF,36_speech,numerical,0.4329,local,Cosi
RSIF,36_speech,numerical,0.574,local,Cosi
RSIF,36_speech,numerical,0.3994,local,Cosi
RSIF,36_speech,numerical,0.2929,local,Cosi
RSIF,36_speech,numerical,0.3795,local,Cosi
RSIF,36_speech,numerical,0.4267,local,Cosi
RSIF,36_speech,numerical,0.4698,local,Cosi
RSIF,36_speech,numerical,0.4857,local,Cosi
RSIF,36_speech,numerical,0.483,local,Cheb
RSIF,36_speech,numerical,0.4835,local,Cheb
RSIF,36_speech,numerical,0.513,local,Cheb
RSIF,36_speech,numerical,0.4863,local,Cheb
RSIF,36_speech,numerical,0.411,local,Cheb
RSIF,36_speech,numerical,0.4386,local,Cheb
RSIF,36_speech,numerical,0.3647,local,Cheb
RSIF,36_speech,numerical,0.4197,local,Cheb
RSIF,36_speech,numerical,0.4898,local,Cheb
RSIF,36_speech,numerical,0.5249,local,Cheb
RSIF,36_speech,numerical,0.375,two_step,Manh
RSIF,36_speech,numerical,0.5555,two_step,Manh
RSIF,36_speech,numerical,0.4237,two_step,Manh
RSIF,36_speech,numerical,0.351,two_step,Manh
RSIF,36_speech,numerical,0.4295,two_step,Manh
RSIF,36_speech,numerical,0.455,two_step,Manh
RSIF,36_speech,numerical,0.4418,two_step,Manh
RSIF,36_speech,numerical,0.3379,two_step,Manh
RSIF,36_speech,numerical,0.6179,two_step,Manh
RSIF,36_speech,numerical,0.449,two_step,Manh
RSIF,36_speech,numerical,0.4071,two_step,Eucl
RSIF,36_speech,numerical,0.4824,two_step,Eucl
RSIF,36_speech,numerical,0.3621,two_step,Eucl
RSIF,36_speech,numerical,0.4158,two_step,Eucl
RSIF,36_speech,numerical,0.3783,two_step,Eucl
RSIF,36_speech,numerical,0.4084,two_step,Eucl
RSIF,36_speech,numerical,0.3857,two_step,Eucl
RSIF,36_speech,numerical,0.307,two_step,Eucl
RSIF,36_speech,numerical,0.5681,two_step,Eucl
RSIF,36_speech,numerical,0.5005,two_step,Eucl
RSIF,36_speech,numerical,0.4376,two_step,Cosi
RSIF,36_speech,numerical,0.5581,two_step,Cosi
RSIF,36_speech,numerical,0.3931,two_step,Cosi
RSIF,36_speech,numerical,0.5709,two_step,Cosi
RSIF,36_speech,numerical,0.3699,two_step,Cosi
RSIF,36_speech,numerical,0.5539,two_step,Cosi
RSIF,36_speech,numerical,0.4938,two_step,Cosi
RSIF,36_speech,numerical,0.5091,two_step,Cosi
RSIF,36_speech,numerical,0.461,two_step,Cosi
RSIF,36_speech,numerical,0.5389,two_step,Cosi
RSIF,36_speech,numerical,0.4655,two_step,Cheb
RSIF,36_speech,numerical,0.4975,two_step,Cheb
RSIF,36_speech,numerical,0.442,two_step,Cheb
RSIF,36_speech,numerical,0.4649,two_step,Cheb
RSIF,36_speech,numerical,0.4868,two_step,Cheb
RSIF,36_speech,numerical,0.5192,two_step,Cheb
RSIF,36_speech,numerical,0.5234,two_step,Cheb
RSIF,36_speech,numerical,0.4671,two_step,Cheb
RSIF,36_speech,numerical,0.5069,two_step,Cheb
RSIF,36_speech,numerical,0.5184,two_step,Cheb
RSIF,6_cardio,numerical,0.9657,random,Manh
RSIF,6_cardio,numerical,0.9624,random,Manh
RSIF,6_cardio,numerical,0.9644,random,Manh
RSIF,6_cardio,numerical,0.9527,random,Manh
RSIF,6_cardio,numerical,0.953,random,Manh
RSIF,6_cardio,numerical,0.9847,random,Manh
RSIF,6_cardio,numerical,0.9542,random,Manh
RSIF,6_cardio,numerical,0.9592,random,Manh
RSIF,6_cardio,numerical,0.9536,random,Manh
RSIF,6_cardio,numerical,0.9537,random,Manh
RSIF,6_cardio,numerical,0.976,random,Eucl
RSIF,6_cardio,numerical,0.9676,random,Eucl
RSIF,6_cardio,numerical,0.9568,random,Eucl
RSIF,6_cardio,numerical,0.9665,random,Eucl
RSIF,6_cardio,numerical,0.9588,random,Eucl
RSIF,6_cardio,numerical,0.9729,random,Eucl
RSIF,6_cardio,numerical,0.9347,random,Eucl
RSIF,6_cardio,numerical,0.9701,random,Eucl
RSIF,6_cardio,numerical,0.944,random,Eucl
RSIF,6_cardio,numerical,0.9636,random,Eucl
RSIF,6_cardio,numerical,0.5189,random,Cosi
RSIF,6_cardio,numerical,0.4278,random,Cosi
RSIF,6_cardio,numerical,0.4372,random,Cosi
RSIF,6_cardio,numerical,0.5313,random,Cosi
RSIF,6_cardio,numerical,0.3595,random,Cosi
RSIF,6_cardio,numerical,0.49,random,Cosi
RSIF,6_cardio,numerical,0.4064,random,Cosi
RSIF,6_cardio,numerical,0.3443,random,Cosi
RSIF,6_cardio,numerical,0.3012,random,Cosi
RSIF,6_cardio,numerical,0.4088,random,Cosi
RSIF,6_cardio,numerical,0.957,random,Cheb
RSIF,6_cardio,numerical,0.9439,random,Cheb
RSIF,6_cardio,numerical,0.9332,random,Cheb
RSIF,6_cardio,numerical,0.9316,random,Cheb
RSIF,6_cardio,numerical,0.9494,random,Cheb
RSIF,6_cardio,numerical,0.9636,random,Cheb
RSIF,6_cardio,numerical,0.9371,random,Cheb
RSIF,6_cardio,numerical,0.9482,random,Cheb
RSIF,6_cardio,numerical,0.9388,random,Cheb
RSIF,6_cardio,numerical,0.9516,random,Cheb
RSIF,6_cardio,numerical,0.9603,global,Manh
RSIF,6_cardio,numerical,0.9601,global,Manh
RSIF,6_cardio,numerical,0.9773,global,Manh
RSIF,6_cardio,numerical,0.9669,global,Manh
RSIF,6_cardio,numerical,0.9533,global,Manh
RSIF,6_cardio,numerical,0.9722,global,Manh
RSIF,6_cardio,numerical,0.9504,global,Manh
RSIF,6_cardio,numerical,0.9601,global,Manh
RSIF,6_cardio,numerical,0.9487,global,Manh
RSIF,6_cardio,numerical,0.962,global,Manh
RSIF,6_cardio,numerical,0.9741,global,Eucl
RSIF,6_cardio,numerical,0.9722,global,Eucl
RSIF,6_cardio,numerical,0.961,global,Eucl
RSIF,6_cardio,numerical,0.9581,global,Eucl
RSIF,6_cardio,numerical,0.9568,global,Eucl
RSIF,6_cardio,numerical,0.9761,global,Eucl
RSIF,6_cardio,numerical,0.95,global,Eucl
RSIF,6_cardio,numerical,0.9564,global,Eucl
RSIF,6_cardio,numerical,0.9557,global,Eucl
RSIF,6_cardio,numerical,0.9603,global,Eucl
RSIF,6_cardio,numerical,0.5338,global,Cosi
RSIF,6_cardio,numerical,0.4568,global,Cosi
RSIF,6_cardio,numerical,0.4701,global,Cosi
RSIF,6_cardio,numerical,0.4616,global,Cosi
RSIF,6_cardio,numerical,0.4177,global,Cosi
RSIF,6_cardio,numerical,0.3999,global,Cosi
RSIF,6_cardio,numerical,0.4937,global,Cosi
RSIF,6_cardio,numerical,0.3927,global,Cosi
RSIF,6_cardio,numerical,0.3498,global,Cosi
RSIF,6_cardio,numerical,0.361,global,Cosi
RSIF,6_cardio,numerical,0.9651,global,Cheb
RSIF,6_cardio,numerical,0.9448,global,Cheb
RSIF,6_cardio,numerical,0.9319,global,Cheb
RSIF,6_cardio,numerical,0.9416,global,Cheb
RSIF,6_cardio,numerical,0.9518,global,Cheb
RSIF,6_cardio,numerical,0.977,global,Cheb
RSIF,6_cardio,numerical,0.9396,global,Cheb
RSIF,6_cardio,numerical,0.9624,global,Cheb
RSIF,6_cardio,numerical,0.9434,global,Cheb
RSIF,6_cardio,numerical,0.9594,global,Cheb
RSIF,6_cardio,numerical,0.9696,local,Manh
RSIF,6_cardio,numerical,0.9673,local,Manh
RSIF,6_cardio,numerical,0.9763,local,Manh
RSIF,6_cardio,numerical,0.9627,local,Manh
RSIF,6_cardio,numerical,0.9497,local,Manh
RSIF,6_cardio,numerical,0.9697,local,Manh
RSIF,6_cardio,numerical,0.9471,local,Manh
RSIF,6_cardio,numerical,0.9629,local,Manh
RSIF,6_cardio,numerical,0.9585,local,Manh
RSIF,6_cardio,numerical,0.9626,local,Manh
RSIF,6_cardio,numerical,0.9696,local,Eucl
RSIF,6_cardio,numerical,0.969,local,Eucl
RSIF,6_cardio,numerical,0.9589,local,Eucl
RSIF,6_cardio,numerical,0.9601,local,Eucl
