clf,dataset_name,dataset_type,auc,pairs_strategy,distance
RSIF,ad_nominal,binary,0.7714,global,LinD
RSIF,ad_nominal,binary,0.6699,global,Good
RSIF,ad_nominal,binary,0.6782,global,Good
RSIF,ad_nominal,binary,0.6847,global,Good
RSIF,ad_nominal,binary,0.6693,global,Good
RSIF,ad_nominal,binary,0.6707,global,Good
RSIF,ad_nominal,binary,0.6069,global,Good
RSIF,ad_nominal,binary,0.7067,global,Good
RSIF,ad_nominal,binary,0.6961,global,Good
RSIF,ad_nominal,binary,0.726,global,Good
RSIF,ad_nominal,binary,0.6429,global,Good
RSIF,ad_nominal,binary,0.6771,global,OFDi
RSIF,ad_nominal,binary,0.7069,global,OFDi
RSIF,ad_nominal,binary,0.6948,global,OFDi
RSIF,ad_nominal,binary,0.674,global,OFDi
RSIF,ad_nominal,binary,0.6983,global,OFDi
RSIF,ad_nominal,binary,0.6511,global,OFDi
RSIF,ad_nominal,binary,0.7188,global,OFDi
RSIF,ad_nominal,binary,0.6698,global,OFDi
RSIF,ad_nominal,binary,0.714,global,OFDi
RSIF,ad_nominal,binary,0.6762,global,OFDi
RSIF,ad_nominal,binary,0.7898,local,LinD
RSIF,ad_nominal,binary,0.8117,local,LinD
RSIF,ad_nominal,binary,0.8313,local,LinD
RSIF,ad_nominal,binary,0.7834,local,LinD
RSIF,ad_nominal,binary,0.7876,local,LinD
RSIF,ad_nominal,binary,0.8123,local,LinD
RSIF,ad_nominal,binary,0.8202,local,LinD
RSIF,ad_nominal,binary,0.8276,local,LinD
RSIF,ad_nominal,binary,0.8179,local,LinD
RSIF,ad_nominal,binary,0.765,local,LinD
RSIF,ad_nominal,binary,0.6064,local,Good
RSIF,ad_nominal,binary,0.5496,local,Good
RSIF,ad_nominal,binary,0.563,local,Good
RSIF,ad_nominal,binary,0.4723,local,Good
RSIF,ad_nominal,binary,0.6057,local,Good
RSIF,ad_nominal,binary,0.6378,local,Good
RSIF,ad_nominal,binary,0.6367,local,Good
RSIF,ad_nominal,binary,0.5356,local,Good
RSIF,ad_nominal,binary,0.5177,local,Good
RSIF,ad_nominal,binary,0.6171,local,Good
RSIF,ad_nominal,binary,0.7047,local,OFDi
RSIF,ad_nominal,binary,0.6994,local,OFDi
RSIF,ad_nominal,binary,0.6988,local,OFDi
RSIF,ad_nominal,binary,0.6826,local,OFDi
RSIF,ad_nominal,binary,0.6882,local,OFDi
RSIF,ad_nominal,binary,0.668,local,OFDi
RSIF,ad_nominal,binary,0.7295,local,OFDi
RSIF,ad_nominal,binary,0.686,local,OFDi
RSIF,ad_nominal,binary,0.6959,local,OFDi
RSIF,ad_nominal,binary,0.6773,local,OFDi
RSIF,ad_nominal,binary,0.8001,two_step,LinD
RSIF,ad_nominal,binary,0.8263,two_step,LinD
RSIF,ad_nominal,binary,0.8537,two_step,LinD
RSIF,ad_nominal,binary,0.7817,two_step,LinD
RSIF,ad_nominal,binary,0.8005,two_step,LinD
RSIF,ad_nominal,binary,0.8167,two_step,LinD
RSIF,ad_nominal,binary,0.8155,two_step,LinD
RSIF,ad_nominal,binary,0.8092,two_step,LinD
RSIF,ad_nominal,binary,0.804,two_step,LinD
RSIF,ad_nominal,binary,0.7674,two_step,LinD
RSIF,ad_nominal,binary,0.5203,two_step,Good
RSIF,ad_nominal,binary,0.5443,two_step,Good
RSIF,ad_nominal,binary,0.5768,two_step,Good
RSIF,ad_nominal,binary,0.5588,two_step,Good
RSIF,ad_nominal,binary,0.56,two_step,Good
RSIF,ad_nominal,binary,0.5296,two_step,Good
RSIF,ad_nominal,binary,0.6278,two_step,Good
RSIF,ad_nominal,binary,0.5779,two_step,Good
RSIF,ad_nominal,binary,0.6704,two_step,Good
RSIF,ad_nominal,binary,0.5531,two_step,Good
RSIF,ad_nominal,binary,0.68,two_step,OFDi
RSIF,ad_nominal,binary,0.6658,two_step,OFDi
RSIF,ad_nominal,binary,0.7047,two_step,OFDi
RSIF,ad_nominal,binary,0.6635,two_step,OFDi
RSIF,ad_nominal,binary,0.7015,two_step,OFDi
RSIF,ad_nominal,binary,0.6497,two_step,OFDi
RSIF,ad_nominal,binary,0.6995,two_step,OFDi
RSIF,ad_nominal,binary,0.6878,two_step,OFDi
RSIF,ad_nominal,binary,0.7047,two_step,OFDi
RSIF,ad_nominal,binary,0.6829,two_step,OFDi
RSIF,TwoLeadECG,timeseries,0.767,random,DTWD
RSIF,TwoLeadECG,timeseries,0.9289,random,DTWD
RSIF,TwoLeadECG,timeseries,0.6489,random,DTWD
RSIF,TwoLeadECG,timeseries,0.8165,random,DTWD
RSIF,TwoLeadECG,timeseries,0.6698,random,DTWD
RSIF,TwoLeadECG,timeseries,0.7898,random,DTWD
RSIF,TwoLeadECG,timeseries,0.7898,random,DTWD
RSIF,TwoLeadECG,timeseries,0.7479,random,DTWD
RSIF,TwoLeadECG,timeseries,0.7651,random,DTWD
RSIF,TwoLeadECG,timeseries,0.7168,random,DTWD
RSIF,TwoLeadECG,timeseries,0.8222,random,Manh
RSIF,TwoLeadECG,timeseries,0.7105,random,Manh
RSIF,TwoLeadECG,timeseries,0.5562,random,Manh
RSIF,TwoLeadECG,timeseries,0.6565,random,Manh
RSIF,TwoLeadECG,timeseries,0.4514,random,Manh
RSIF,TwoLeadECG,timeseries,0.7098,random,Manh
RSIF,TwoLeadECG,timeseries,0.5517,random,Manh
RSIF,TwoLeadECG,timeseries,0.5663,random,Manh
RSIF,TwoLeadECG,timeseries,0.5429,random,Manh
RSIF,TwoLeadECG,timeseries,0.466,random,Manh
RSIF,TwoLeadECG,timeseries,0.8184,random,Eucl
RSIF,TwoLeadECG,timeseries,0.7184,random,Eucl
RSIF,TwoLeadECG,timeseries,0.6689,random,Eucl
RSIF,TwoLeadECG,timeseries,0.6733,random,Eucl
RSIF,TwoLeadECG,timeseries,0.6187,random,Eucl
RSIF,TwoLeadECG,timeseries,0.753,random,Eucl
RSIF,TwoLeadECG,timeseries,0.4727,random,Eucl
RSIF,TwoLeadECG,timeseries,0.6105,random,Eucl
RSIF,TwoLeadECG,timeseries,0.5549,random,Eucl
RSIF,TwoLeadECG,timeseries,0.7559,random,Eucl
RSIF,TwoLeadECG,timeseries,0.8571,random,Cosi
RSIF,TwoLeadECG,timeseries,0.7651,random,Cosi
RSIF,TwoLeadECG,timeseries,0.6965,random,Cosi
RSIF,TwoLeadECG,timeseries,0.8108,random,Cosi
RSIF,TwoLeadECG,timeseries,0.6451,random,Cosi
RSIF,TwoLeadECG,timeseries,0.7397,random,Cosi
RSIF,TwoLeadECG,timeseries,0.6571,random,Cosi
RSIF,TwoLeadECG,timeseries,0.7486,random,Cosi
RSIF,TwoLeadECG,timeseries,0.6559,random,Cosi
RSIF,TwoLeadECG,timeseries,0.5359,random,Cosi
RSIF,TwoLeadECG,timeseries,0.8108,random,Cheb
RSIF,TwoLeadECG,timeseries,0.3371,random,Cheb
RSIF,TwoLeadECG,timeseries,0.5587,random,Cheb
RSIF,TwoLeadECG,timeseries,0.6095,random,Cheb
RSIF,TwoLeadECG,timeseries,0.546,random,Cheb
RSIF,TwoLeadECG,timeseries,0.6432,random,Cheb
RSIF,TwoLeadECG,timeseries,0.4717,random,Cheb
RSIF,TwoLeadECG,timeseries,0.6978,random,Cheb
RSIF,TwoLeadECG,timeseries,0.586,random,Cheb
RSIF,TwoLeadECG,timeseries,0.4781,random,Cheb
RSIF,TwoLeadECG,timeseries,0.7429,global,DTWD
RSIF,TwoLeadECG,timeseries,0.9067,global,DTWD
RSIF,TwoLeadECG,timeseries,0.6775,global,DTWD
RSIF,TwoLeadECG,timeseries,0.7905,global,DTWD
RSIF,TwoLeadECG,timeseries,0.6133,global,DTWD
RSIF,TwoLeadECG,timeseries,0.8044,global,DTWD
RSIF,TwoLeadECG,timeseries,0.859,global,DTWD
RSIF,TwoLeadECG,timeseries,0.786,global,DTWD
RSIF,TwoLeadECG,timeseries,0.7244,global,DTWD
RSIF,TwoLeadECG,timeseries,0.68,global,DTWD
RSIF,TwoLeadECG,timeseries,0.8222,global,Manh
RSIF,TwoLeadECG,timeseries,0.6883,global,Manh
RSIF,TwoLeadECG,timeseries,0.5257,global,Manh
RSIF,TwoLeadECG,timeseries,0.6819,global,Manh
RSIF,TwoLeadECG,timeseries,0.461,global,Manh
RSIF,TwoLeadECG,timeseries,0.6571,global,Manh
RSIF,TwoLeadECG,timeseries,0.5746,global,Manh
RSIF,TwoLeadECG,timeseries,0.553,global,Manh
RSIF,TwoLeadECG,timeseries,0.5562,global,Manh
RSIF,TwoLeadECG,timeseries,0.4508,global,Manh
RSIF,TwoLeadECG,timeseries,0.8197,global,Eucl
RSIF,TwoLeadECG,timeseries,0.7219,global,Eucl
RSIF,TwoLeadECG,timeseries,0.6679,global,Eucl
RSIF,TwoLeadECG,timeseries,0.819,global,Eucl
RSIF,TwoLeadECG,timeseries,0.6022,global,Eucl
RSIF,TwoLeadECG,timeseries,0.8241,global,Eucl
RSIF,TwoLeadECG,timeseries,0.5397,global,Eucl
RSIF,TwoLeadECG,timeseries,0.7162,global,Eucl
RSIF,TwoLeadECG,timeseries,0.5724,global,Eucl
RSIF,TwoLeadECG,timeseries,0.6092,global,Eucl
RSIF,TwoLeadECG,timeseries,0.8679,global,Cosi
RSIF,TwoLeadECG,timeseries,0.7238,global,Cosi
RSIF,TwoLeadECG,timeseries,0.6622,global,Cosi
RSIF,TwoLeadECG,timeseries,0.7416,global,Cosi
RSIF,TwoLeadECG,timeseries,0.574,global,Cosi
RSIF,TwoLeadECG,timeseries,0.7314,global,Cosi
RSIF,TwoLeadECG,timeseries,0.6527,global,Cosi
RSIF,TwoLeadECG,timeseries,0.6794,global,Cosi
RSIF,TwoLeadECG,timeseries,0.6197,global,Cosi
RSIF,TwoLeadECG,timeseries,0.5371,global,Cosi
RSIF,TwoLeadECG,timeseries,0.6076,global,Cheb
RSIF,TwoLeadECG,timeseries,0.4844,global,Cheb
RSIF,TwoLeadECG,timeseries,0.6286,global,Cheb
RSIF,TwoLeadECG,timeseries,0.6394,global,Cheb
RSIF,TwoLeadECG,timeseries,0.5397,global,Cheb
RSIF,TwoLeadECG,timeseries,0.5625,global,Cheb
RSIF,TwoLeadECG,timeseries,0.3079,global,Cheb
RSIF,TwoLeadECG,timeseries,0.607,global,Cheb
RSIF,TwoLeadECG,timeseries,0.5117,global,Cheb
RSIF,TwoLeadECG,timeseries,0.567,global,Cheb
RSIF,TwoLeadECG,timeseries,0.7422,local,DTWD
RSIF,TwoLeadECG,timeseries,0.9168,local,DTWD
RSIF,TwoLeadECG,timeseries,0.6781,local,DTWD
RSIF,TwoLeadECG,timeseries,0.7816,local,DTWD
RSIF,TwoLeadECG,timeseries,0.7283,local,DTWD
RSIF,TwoLeadECG,timeseries,0.774,local,DTWD
RSIF,TwoLeadECG,timeseries,0.8305,local,DTWD
RSIF,TwoLeadECG,timeseries,0.7873,local,DTWD
RSIF,TwoLeadECG,timeseries,0.7238,local,DTWD
RSIF,TwoLeadECG,timeseries,0.6883,local,DTWD
RSIF,TwoLeadECG,timeseries,0.7625,local,Manh
RSIF,TwoLeadECG,timeseries,0.6495,local,Manh
RSIF,TwoLeadECG,timeseries,0.5733,local,Manh
RSIF,TwoLeadECG,timeseries,0.6152,local,Manh
RSIF,TwoLeadECG,timeseries,0.5352,local,Manh
RSIF,TwoLeadECG,timeseries,0.661,local,Manh
RSIF,TwoLeadECG,timeseries,0.5435,local,Manh
RSIF,TwoLeadECG,timeseries,0.5841,local,Manh
RSIF,TwoLeadECG,timeseries,0.5492,local,Manh
RSIF,TwoLeadECG,timeseries,0.4597,local,Manh
RSIF,TwoLeadECG,timeseries,0.8302,local,Eucl
RSIF,TwoLeadECG,timeseries,0.6546,local,Eucl
RSIF,TwoLeadECG,timeseries,0.6451,local,Eucl
RSIF,TwoLeadECG,timeseries,0.5368,local,Eucl
RSIF,TwoLeadECG,timeseries,0.5965,local,Eucl
RSIF,TwoLeadECG,timeseries,0.8489,local,Eucl
RSIF,TwoLeadECG,timeseries,0.7451,local,Eucl
RSIF,TwoLeadECG,timeseries,0.5943,local,Eucl
RSIF,TwoLeadECG,timeseries,0.3832,local,Eucl
RSIF,TwoLeadECG,timeseries,0.5667,local,Eucl
RSIF,TwoLeadECG,timeseries,0.8673,local,Cosi
RSIF,TwoLeadECG,timeseries,0.7111,local,Cosi
RSIF,TwoLeadECG,timeseries,0.6552,local,Cosi
RSIF,TwoLeadECG,timeseries,0.7765,local,Cosi
RSIF,TwoLeadECG,timeseries,0.5803,local,Cosi
RSIF,TwoLeadECG,timeseries,0.7511,local,Cosi
RSIF,TwoLeadECG,timeseries,0.6857,local,Cosi
RSIF,TwoLeadECG,timeseries,0.6883,local,Cosi
RSIF,TwoLeadECG,timeseries,0.6667,local,Cosi
RSIF,TwoLeadECG,timeseries,0.527,local,Cosi
RSIF,TwoLeadECG,timeseries,0.7289,local,Cheb
RSIF,TwoLeadECG,timeseries,0.4298,local,Cheb
RSIF,TwoLeadECG,timeseries,0.6184,local,Cheb
RSIF,TwoLeadECG,timeseries,0.5302,local,Cheb
RSIF,TwoLeadECG,timeseries,0.4686,local,Cheb
RSIF,TwoLeadECG,timeseries,0.546,local,Cheb
RSIF,TwoLeadECG,timeseries,0.5124,local,Cheb
RSIF,TwoLeadECG,timeseries,0.5111,local,Cheb
RSIF,TwoLeadECG,timeseries,0.5257,local,Cheb
RSIF,TwoLeadECG,timeseries,0.5022,local,Cheb
RSIF,TwoLeadECG,timeseries,0.7943,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.913,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.6184,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.8197,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.6533,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.8235,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.8495,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.786,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.6959,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.5644,two_step,DTWD
RSIF,TwoLeadECG,timeseries,0.7911,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.6375,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.5924,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.6527,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.5162,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.64,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.5435,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.574,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.5181,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.4654,two_step,Manh
RSIF,TwoLeadECG,timeseries,0.674,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.8537,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.506,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.7552,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.6508,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.5508,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.7883,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.8184,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.6083,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.6781,two_step,Eucl
RSIF,TwoLeadECG,timeseries,0.8552,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.7321,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.6514,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.7524,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.5911,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.7314,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.654,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.6692,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.6705,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.5511,two_step,Cosi
RSIF,TwoLeadECG,timeseries,0.6254,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.4863,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.6184,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.5327,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.5479,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.5702,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.4508,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.6337,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.6317,two_step,Cheb
RSIF,TwoLeadECG,timeseries,0.5492,two_step,Cheb
RSIF,agnews_1,nlp,0.4925,random,Manh
RSIF,agnews_1,nlp,0.5344,random,Manh
RSIF,agnews_1,nlp,0.464,random,Manh
RSIF,agnews_1,nlp,0.5381,random,Manh
RSIF,agnews_1,nlp,0.5443,random,Manh
RSIF,agnews_1,nlp,0.4626,random,Manh
RSIF,agnews_1,nlp,0.4979,random,Manh
RSIF,agnews_1,nlp,0.5224,random,Manh
RSIF,agnews_1,nlp,0.5687,random,Manh
RSIF,agnews_1,nlp,0.508,random,Manh
RSIF,agnews_1,nlp,0.5417,random,Eucl
RSIF,agnews_1,nlp,0.5575,random,Eucl
RSIF,agnews_1,nlp,0.5345,random,Eucl
RSIF,agnews_1,nlp,0.5444,random,Eucl
RSIF,agnews_1,nlp,0.5729,random,Eucl
RSIF,agnews_1,nlp,0.5036,random,Eucl
RSIF,agnews_1,nlp,0.5409,random,Eucl
RSIF,agnews_1,nlp,0.5584,random,Eucl
RSIF,agnews_1,nlp,0.5778,random,Eucl
RSIF,agnews_1,nlp,0.5416,random,Eucl
RSIF,agnews_1,nlp,0.2824,random,Cosi
RSIF,agnews_1,nlp,0.3007,random,Cosi
RSIF,agnews_1,nlp,0.3019,random,Cosi
RSIF,agnews_1,nlp,0.3622,random,Cosi
RSIF,agnews_1,nlp,0.3301,random,Cosi
RSIF,agnews_1,nlp,0.2719,random,Cosi
RSIF,agnews_1,nlp,0.324,random,Cosi
RSIF,agnews_1,nlp,0.3147,random,Cosi
RSIF,agnews_1,nlp,0.2862,random,Cosi
RSIF,agnews_1,nlp,0.306,random,Cosi
RSIF,agnews_1,nlp,0.6512,random,Cheb
RSIF,agnews_1,nlp,0.6284,random,Cheb
RSIF,agnews_1,nlp,0.6637,random,Cheb
RSIF,agnews_1,nlp,0.6096,random,Cheb
RSIF,agnews_1,nlp,0.6441,random,Cheb
RSIF,agnews_1,nlp,0.6672,random,Cheb
RSIF,agnews_1,nlp,0.6432,random,Cheb
RSIF,agnews_1,nlp,0.6514,random,Cheb
RSIF,agnews_1,nlp,0.633,random,Cheb
RSIF,agnews_1,nlp,0.619,random,Cheb
RSIF,agnews_1,nlp,0.4903,global,Manh
RSIF,agnews_1,nlp,0.5441,global,Manh
RSIF,agnews_1,nlp,0.4947,global,Manh
RSIF,agnews_1,nlp,0.5832,global,Manh
RSIF,agnews_1,nlp,0.5298,global,Manh
RSIF,agnews_1,nlp,0.5178,global,Manh
RSIF,agnews_1,nlp,0.5427,global,Manh
RSIF,agnews_1,nlp,0.5037,global,Manh
RSIF,agnews_1,nlp,0.5646,global,Manh
RSIF,agnews_1,nlp,0.546,global,Manh
RSIF,agnews_1,nlp,0.5152,global,Eucl
RSIF,agnews_1,nlp,0.5899,global,Eucl
RSIF,agnews_1,nlp,0.5191,global,Eucl
RSIF,agnews_1,nlp,0.6215,global,Eucl
RSIF,agnews_1,nlp,0.5953,global,Eucl
RSIF,agnews_1,nlp,0.5527,global,Eucl
RSIF,agnews_1,nlp,0.5765,global,Eucl
RSIF,agnews_1,nlp,0.5329,global,Eucl
RSIF,agnews_1,nlp,0.5728,global,Eucl
RSIF,agnews_1,nlp,0.5318,global,Eucl
RSIF,agnews_1,nlp,0.2566,global,Cosi
RSIF,agnews_1,nlp,0.2926,global,Cosi
RSIF,agnews_1,nlp,0.2874,global,Cosi
RSIF,agnews_1,nlp,0.3421,global,Cosi
RSIF,agnews_1,nlp,0.3328,global,Cosi
RSIF,agnews_1,nlp,0.2688,global,Cosi
RSIF,agnews_1,nlp,0.3412,global,Cosi
RSIF,agnews_1,nlp,0.2798,global,Cosi
RSIF,agnews_1,nlp,0.3095,global,Cosi
RSIF,agnews_1,nlp,0.3184,global,Cosi
RSIF,agnews_1,nlp,0.6565,global,Cheb
RSIF,agnews_1,nlp,0.6414,global,Cheb
RSIF,agnews_1,nlp,0.6548,global,Cheb
RSIF,agnews_1,nlp,0.6742,global,Cheb
RSIF,agnews_1,nlp,0.6785,global,Cheb
RSIF,agnews_1,nlp,0.5961,global,Cheb
RSIF,agnews_1,nlp,0.6768,global,Cheb
RSIF,agnews_1,nlp,0.6518,global,Cheb
RSIF,agnews_1,nlp,0.6891,global,Cheb
RSIF,agnews_1,nlp,0.6538,global,Cheb
RSIF,agnews_1,nlp,0.4967,local,Manh
RSIF,agnews_1,nlp,0.551,local,Manh
RSIF,agnews_1,nlp,0.4839,local,Manh
RSIF,agnews_1,nlp,0.5666,local,Manh
RSIF,agnews_1,nlp,0.573,local,Manh
RSIF,agnews_1,nlp,0.5119,local,Manh
RSIF,agnews_1,nlp,0.5667,local,Manh
RSIF,agnews_1,nlp,0.5177,local,Manh
RSIF,agnews_1,nlp,0.5447,local,Manh
RSIF,agnews_1,nlp,0.5206,local,Manh
RSIF,agnews_1,nlp,0.5396,local,Eucl
RSIF,agnews_1,nlp,0.5213,local,Eucl
RSIF,agnews_1,nlp,0.5612,local,Eucl
RSIF,agnews_1,nlp,0.588,local,Eucl
RSIF,agnews_1,nlp,0.5901,local,Eucl
RSIF,agnews_1,nlp,0.5388,local,Eucl
RSIF,agnews_1,nlp,0.567,local,Eucl
RSIF,agnews_1,nlp,0.5438,local,Eucl
RSIF,agnews_1,nlp,0.5632,local,Eucl
RSIF,agnews_1,nlp,0.5314,local,Eucl
RSIF,agnews_1,nlp,0.272,local,Cosi
RSIF,agnews_1,nlp,0.2621,local,Cosi
RSIF,agnews_1,nlp,0.3016,local,Cosi
RSIF,agnews_1,nlp,0.3617,local,Cosi
RSIF,agnews_1,nlp,0.3521,local,Cosi
RSIF,agnews_1,nlp,0.2668,local,Cosi
RSIF,agnews_1,nlp,0.3361,local,Cosi
RSIF,agnews_1,nlp,0.2858,local,Cosi
RSIF,agnews_1,nlp,0.3032,local,Cosi
RSIF,agnews_1,nlp,0.3288,local,Cosi
RSIF,agnews_1,nlp,0.6764,local,Cheb
RSIF,agnews_1,nlp,0.6233,local,Cheb
RSIF,agnews_1,nlp,0.6274,local,Cheb
RSIF,agnews_1,nlp,0.6008,local,Cheb
RSIF,agnews_1,nlp,0.6638,local,Cheb
RSIF,agnews_1,nlp,0.6273,local,Cheb
RSIF,agnews_1,nlp,0.6258,local,Cheb
RSIF,agnews_1,nlp,0.6308,local,Cheb
RSIF,agnews_1,nlp,0.6409,local,Cheb
RSIF,agnews_1,nlp,0.6809,local,Cheb
RSIF,agnews_1,nlp,0.553,two_step,Manh
RSIF,agnews_1,nlp,0.5136,two_step,Manh
RSIF,agnews_1,nlp,0.5342,two_step,Manh
RSIF,agnews_1,nlp,0.5691,two_step,Manh
RSIF,agnews_1,nlp,0.5716,two_step,Manh
RSIF,agnews_1,nlp,0.497,two_step,Manh
RSIF,agnews_1,nlp,0.5384,two_step,Manh
RSIF,agnews_1,nlp,0.5425,two_step,Manh
RSIF,agnews_1,nlp,0.5586,two_step,Manh
RSIF,agnews_1,nlp,0.5726,two_step,Manh
RSIF,agnews_1,nlp,0.4953,two_step,Eucl
RSIF,agnews_1,nlp,0.5462,two_step,Eucl
RSIF,agnews_1,nlp,0.5329,two_step,Eucl
RSIF,agnews_1,nlp,0.6102,two_step,Eucl
RSIF,agnews_1,nlp,0.5905,two_step,Eucl
RSIF,agnews_1,nlp,0.5705,two_step,Eucl
RSIF,agnews_1,nlp,0.6021,two_step,Eucl
RSIF,agnews_1,nlp,0.5243,two_step,Eucl
RSIF,agnews_1,nlp,0.5975,two_step,Eucl
RSIF,agnews_1,nlp,0.5897,two_step,Eucl
RSIF,agnews_1,nlp,0.2754,two_step,Cosi
RSIF,agnews_1,nlp,0.2872,two_step,Cosi
RSIF,agnews_1,nlp,0.2906,two_step,Cosi
RSIF,agnews_1,nlp,0.3242,two_step,Cosi
RSIF,agnews_1,nlp,0.3543,two_step,Cosi
RSIF,agnews_1,nlp,0.2752,two_step,Cosi
RSIF,agnews_1,nlp,0.3138,two_step,Cosi
RSIF,agnews_1,nlp,0.2876,two_step,Cosi
RSIF,agnews_1,nlp,0.2921,two_step,Cosi
RSIF,agnews_1,nlp,0.3247,two_step,Cosi
RSIF,agnews_1,nlp,0.6303,two_step,Cheb
RSIF,agnews_1,nlp,0.6231,two_step,Cheb
RSIF,agnews_1,nlp,0.6814,two_step,Cheb
RSIF,agnews_1,nlp,0.6279,two_step,Cheb
RSIF,agnews_1,nlp,0.7053,two_step,Cheb
RSIF,agnews_1,nlp,0.5787,two_step,Cheb
RSIF,agnews_1,nlp,0.7021,two_step,Cheb
RSIF,agnews_1,nlp,0.6348,two_step,Cheb
RSIF,agnews_1,nlp,0.6109,two_step,Cheb
RSIF,agnews_1,nlp,0.6228,two_step,Cheb
